Date,Hotel,Title,Review,Sentiment
8/18/2009,can_quebec_montreal_hyatt_regency_montreal,WiFi not included,"I know its a minor thing, but the website suggested it was in the room. Like the towels and electricity we assumed it was included. It was not and forced us to use free services elsewhere. The TV was also an extra fee. The sink was plugged whenever we used it. And needless to say we spent as little time here as possible. Good points. The room was clean, the beds were made every morning and aside from listening to the FrancoFollies every night it was fairly peaceful on the 11th or so floor.",
8/18/2009,can_quebec_montreal_hyatt_regency_montreal,Clean comfortable good location... but not worth 4 stars,"I booked this hotel on Hotwire for about $96 USD/night. I wouldn't pay much more than that however.Good... clean, great downtown location, comfortable beds, friendly staff.Bad... it's not 4 star as advertised. 3.5 sure. The rooms and bathrooms need a little updating. Hotel movie had background &quot;static&quot;. Not great when you pay $12.99 for one.The real bad... the air conditioning. It was really warm in Montreal (above 30 degrees). The AC in the rooms couldn't keep up . While we had it on max, it was about 24 degrees in the room. They first came up... said it was broke... they'd send a repair person the next morning and if that didn't work, they'd change us to another two double room. And they sent a fan up. Next morning... nothing. We left for the day. Came back... called again... said they would call back in a few. No call. Third time he said he'd check into it. Nothing. Friendly but not very organized.Talking to other guests... we're thinking it wasn't broke and it just sucked to begin with.",
8/18/2009,can_quebec_montreal_hyatt_regency_montreal,Nice Stay Great Pool,"I stayed for 3 nights from August 8th to August 11th with my wife, 13 year old daughter and 8 year old daughter. The check-in was easy and the staff were very friendly and helpful. We found the Hyatt to be reasonably priced and and wonderfully situated. You can walk to all the downtown attractions and Old Montreal. The subway is directly under the hotel and can take you anywhere you want to go. There are many coffee shops with excellent muffins and pastries in the food court in the mall underneath the Hyatt which is only an elevator ride away and very convenient when you are traveling with children. The indoor pool was wonderful. When they opened all the glass doors around the pool we got a beautiful view of the city from the pool area. As one reviewer stated, there could have been more chairs around the pool but if that's going to ruin your vacation then stay home. I would highly recommend this hotel to friends and family.",
8/15/2009,can_quebec_montreal_hyatt_regency_montreal,definitly not a 4 star hotel,Not as good as the other Hyatts. Check in took forever. Valet parking was very slow. Rooms were clean but the bathroom had mold.,
8/15/2009,can_quebec_montreal_hyatt_regency_montreal,Worth it on sale.... otherwise?,"This hotel does not meet the Hyatt standards. While the staff is nice, and the location is great, the hotel is run down. The common spaces and rooms are nicely furnished, but for a hotel that is supposed to be four star, it's not. Rooms need money spent to update them (i.e. flat screen t.v.s) It's difficult to get into the hotel (one elevator to the lobby, and then one to the rooms), but it's location makes it worth $100 a night, not much more. Having stayed at another Hyatt property this week, I was disappointed with this one.",
11/23/2009,can_quebec_montreal_le_square_phillips_hotel_suites,We loved it!,"After reading the reviews, I had high expectations for the hotel and it lived up to them and more. My kids (4 and 7) upon arrival were immediately charmed by the bellhop guys who high-fived my youngest and talked hockey with my oldest. Really nice to take time like that for little guys. The room was huge and really comfy. A bit too much so, since my husband and I had a hard time getting them outside to see the city. They wanted to go swimming and watch the flat screen tv instead. The pool was really nice for them, and a great vista. However, it's much more of a lap pool. The parking was also convenient. There is a lot right next door and I think it is a bit cheaper. However, it's an outdoor lot and I'm fairly sure there rate of 10 CAD was not for 24 hours like the hotel. Overall, I thought the valet parking charge of 20 CAD was worth it. Overall, the only complaint I heard from our ranks was my husband who claimed the mattress was hard. I however, loved it since I like firmer mattresses. Also, map quest the hotel before you set out for it. The directions included on their website are really, really poor. Luckily we had our iphones and a basic understanding of the Montreal streets or we would have been horribly lost. Anyways, I highly recommend the hotel and can't wait to go back. Super friendly staff!",
11/2/2009,can_quebec_montreal_le_square_phillips_hotel_suites,Lovely place great location helpful staff would stay here again,"Lovely place, great location. Can easily get to the ‘sights’. Old Town is within walking distance, as is Mount Royal (if you don’t mind walking up hill all the way). Metro station is about 2 minutes walk so can get to Olympic Park and Botanical Gardens very easily.Staff were very helpful. I don’t speak French but that wasn’t a problem as they were happy to converse in English.The Italian restaurant next door was really nice and very reasonable in price.If in Montreal again will definitely stay there again.If you are in Montreal go to the Old Town and get on the Jet Boat ride up the St Lawrence rapids, it is a real blast. You will get wet so if you do decide to do this (rather than a spur of the moment thing) then I would suggest you wear your speedos/costume and take underwear (and a towel) to change into after the trip. Woolly jumpers, over suits and lifejackets are provided, they are not designed to keep you dry.",
10/25/2009,can_quebec_montreal_le_square_phillips_hotel_suites,Unique hotel with a great location,"My husband and I traveled here as the second part of our honeymoon trip in Canada. I had never been to Montreal before, so it was a bit hard for me to find (although that just might be my lack of city driving skills!)... However, once we found it, we were very pleased! This hotel is located right in the middle of the city, adjacent to Rue St. Catherine! The hotel does charge $20.00 a day for valet parking, but it's an amenity we didn't mind paying for. The concierge/valet service was extremely helpful and even offered to retrieve umbrellas from our car for us on a rainy day.The staff was extremely pleasant and courteous. Because we were on our honeymoon, we were informed that we had been upgraded to a larger room when we checked in. When we entered the room, we were totally blown away. This room was so huge, we didn't know what to do with ourselves!! The pictures online do it no justice, as our ceilings were easily 20 ft. tall, with a separate bedroom area, living area, and kitchen area. It was nicely neat and clean.We were located in the middle of downtown, where everything was just a walk away. Old Montreal was about a 20 minute walk, but this city is really pedestrian friendly. The concierge was really helpful with suggestions for dining out, and recommended some wonderful restaurants. There was complementary continental breakfast served each morning, and a small restaurant attached to the hotel. We didn't eat there, but we wish we had, as it looked good. The best part of the hotel is the roof deck with its amazing view of the city. There are lounge chairs and an indoor swimming pool on the roof. The scenery is incredible in that part of the hotel, and we were frequent visitors.In all, we had a very positive experience here. It was a very classic hotel with many strong points. We certainly recommend it to others!",
10/22/2009,can_quebec_montreal_le_square_phillips_hotel_suites,great location in addition to a charming little italian restaurant,"this really made our trip pleasurable and comfortable! the hotel's cleanliness and spacious rooms, in addition to the very professional staff, are only outshone by the good location in downtown Montreal as well as the lovely Italian restaurant where we took our lunch and cappucino. great value for money.",
10/20/2009,can_quebec_montreal_le_square_phillips_hotel_suites,Best hotel of our entire trip,"We stayed in Montreal for 2 nights as part of a 5 week Canada and USA trip. This hotel was a highlight - well located within easy walking distance of the train station and the main shopping strip, yet in a quiet and safe neighbourhood. The room was huge, with a full kitchen/dishwasher and dining table, and the king sized bed was amazingly comfortable. The hotel has a guest laundry and indoor pool on the top floor, and a no charge business centre for internet/computer access. Everything that a traveller needs. Reception staff were efficient and professional and there was no issue with us conversing in English. The only suggestion that I would make to the hotel is to improve the information contained within the guest services directory - there was no mention of the guest laundry, which we found quite by accident as we were exploring the pool area.",
10/9/2009,can_quebec_montreal_le_square_phillips_hotel_suites,We were very pleased!,"We spent 3 nights at Le Square Phillips and were very pleased with our choice. We booked a standard king suite through hotels.com for approximately $150/night. Given the location in a major metropolitan city, we felt we received an excellent value. As others have written, the rooms are huge. Spacious living area with very tall ceilings, a table with 4 chairs, a fully functional kitchen with full-size refrigerator and oven. The bathroom was adequate if on the older side. The bed was fine but firm, which we like but beware if firm mattresses don't agree with you. The bedding could have been of higher quality (you could nearly see through the sheets). Quiet stay and no issues with maid service.The hotel provides a complimentary breakfast which is on par with most complimentary hotel breakfasts. Plenty of cereal and pastry selections, fruit, yogurt, juice &amp; coffee.We loved the size of the room and the location in Montreal. We walked everywhere or took the Metro. Would definitely stay here again if we return.",
10/8/2009,can_quebec_montreal_le_square_phillips_hotel_suites,Rare combo of chic and friendly,"We chose this hotel based on other tripadvisor reviews, and we're glad we did. It was a rare combo of chic and friendly. My husband and I loved the urban vibe, and the kids loved the room, the pool, and the breakfast. The hotel is well located, with friendly and helpful staff. A few caveats for families with young kids, though. The pool is 4m deep from end to end - too deep for kids to stand. Great looking flat screen tvs in rooms had limited kid-friendly channels, especially in English. Minor points, really, in an otherwise great stay.",
10/8/2009,can_quebec_montreal_le_square_phillips_hotel_suites,Excellent Hotel!,"Le Square Phillips is an excellent hotel. The location is ideal; it is centrally located and near several Metro stops. Our room was great; the kitchen was well-equipped, the view was nice, and the unique architecture of building really stood out in the room design. I would recommend the hotel to families and couples alike. The free internet access on hotel computers and breakfast were added bonuses that a lot of up-scale hotels don't include in their offers.",
10/4/2009,can_quebec_montreal_le_square_phillips_hotel_suites,Great location,"Stayed for 5 nights in a double studio room. Hotel is just minutes from busy Rue Catherine but very quiet. Additionally, the hotel is also a short walk to Chinatown, Old Montreal and Metro lines. The room was just as the picture showed on their web page and had a spacious area where the dining table/kitchen was located. The bathroom was large and very clean.The continental breakfast options (included in the hotel rate) were okay but we chose to buy a selection of items at the markets (see my reviews of the Jean Talon and Atwater markets) on a couple of the days instead of the hotel provided breakfast. Would definitely stay here again.",
9/24/2009,can_quebec_montreal_le_square_phillips_hotel_suites,Nice Hotel,"Located downtown, about a 20 minute walk to Old Town but close to many other attractions this is a smaller hotel with really big, comfortable rooms. Valet parking is $20 a day. Staff was cordial and helpful. Continental breakfast was included but that is my only minor complaint. Very basic, Motel 6-type spread.",
9/8/2009,can_quebec_montreal_le_square_phillips_hotel_suites,great deal on a conveniently located hotel friendly staff clean pack n play crib,"We stayed here on a 5-day vacation in August 2009. Had a nice problem-free stay in a large room (for no particular reason, we were upgraded to a larger suite than we booked). Fully equipped kitchen was nice- housekeeping did our dishes even though I think that was our responsibility. Room was nice and spacious but not fancy. Plenty of closet space. Clean Pack N Play crib was available for our one-year-old (although no one brought sheets). Hotel was quiet, staff were extremely friendly and helpful with suggestions for restaurants, etc. Pizza place Il Focolaio a couple doors down was really good and had outdoor seating. French restaurant a block away Restaurant Julien was good but pricier. Rooftop pool and deck were small but nice to have. Valet parking was $20 per day. Free internet worked fine (have to ask for a password at the front desk). Free breakfast included the usual fare- sometimes we skipped it. Would stay here again.",
9/8/2009,can_quebec_montreal_le_square_phillips_hotel_suites,Large and comfortable bed,"A great hotel: large and comfortable bed, large and quiet room, very convenient location.",
9/3/2009,can_quebec_montreal_le_square_phillips_hotel_suites,worst hotel experience in 10 years,"most overrated hotel. made a reservation based on trip advisor rating bnut TA way off on this one. arrogant check in staff, cold impersonal room, internet connection terrible, coffee and breakfast must be avoided. Room was large but so what. i had to empty the dishwasher when i checked in to get a cup for coffee. The gym is useless. Montreal is a great city. this hotel is like a plain vanilla hotel in any city. no feeling at all that one is in such a great city.I would never stay here again. do yourself a favor and find another hotel to stay in Montreal",
9/1/2009,can_quebec_montreal_le_square_phillips_hotel_suites,Largest room ever,"Our Junior Suite 411 at the Square Phillips was the largest room I ever have experienced in my 25+ years of travelling around the globe. I took 19 large steps from the kitchen end to the window end and almost 6 steps the narrow side, This included bedroom, living room and kitchen. Partitions separated them somewhat. Additionally comes a long isle opening to a medium sized bathroom with missing decor and a walk in closet. Overall easily more than 100 square meters. Amazing! Obviously they had some space left when transforming the office building into a hotel. Location was good, though you needed ground transportation to go to the trendy latin quarter. Staff was helpful and friendly. The hotel was quiet though we had some loud neighbors baging doors Sunday early morning.Just one question: Who needs 2 oversized flat screen TVs in listening distance? WiFi worked fine.",
8/28/2009,can_quebec_montreal_le_square_phillips_hotel_suites,Good Value,"Stayed here for two nights on a Friday and Saturday in late August as part of a trip to Montreal &amp; Quebec City. Great Value. Good location, easy-in easy out with Valet Parking. Its within walking distance of shopping old Montreal &amp; Chinatown (although a bit far for the later two).We had a large roon with a full kitchen complete with refrigerator, microwave, table plates and utensils. Breakfast was included but is limited but adequate(cereal, bagels, peanut butter, bread, muffins and fruit).Would certainly recommned for families and for longer satys.",
8/27/2009,can_quebec_montreal_le_square_phillips_hotel_suites,Ideal location but not perfect,"The location in downtown Montreal cannot be beaten - ideal for shopping, cultural activities, visits to museums and old Montreal. The rooms are certainly large with confortable beds, although the decor and bathrooms appear somewhat dated. Free internet access if provided to those with their own computer - otherwise at the business centre on the first floor. Breakfast is served until 0930 and the breakfast room gets overcrowded with families vying for tables and squeezing past each other to get to the food - which is basic fare. Check in staff were OK but did not bother to explain the hotel's facilities. The biggest pain was the housekeeping staff - they will even enter the room while you are at breakfast and before you are even ready for the day ahead, or they will call you on the phone to ask when you are leaving. However, their activities did not seem to stretch to changing the bed linen - during a week long stay, this did not happen once.",
8/26/2009,can_quebec_montreal_le_square_phillips_hotel_suites,Wonderful location and lots nearby,"I stayed for three nights and it was wonderful! Check in was quick and the staff friendly. Concierge answered my questions and mapped out where/how to get to places. Valet parking was easy. Location is great. You are 1 1/2 blocks from Ste Catherine's Street which is very active with lots of restaurants, shops, and people. I felt fine to walk around alone. You are also within blocks of many churches and museums. Leave your car with the valet and use subway and buses. The system was easy to get around. Breakfast at the hotel was fine...mostly breads, fruit, cereal and juice...enough for me. My room was quite large and when I asked apparently I had a smaller room. It had 2 beds, a full kitchen and a large bathroom. Very clean. I would definitely plan to stay there again.",
8/24/2009,can_quebec_montreal_le_square_phillips_hotel_suites,Great for teens,Great location. Big rooms which our two teenagers liked. Excellent service and very secure. Two Internet terminals in business centre at lobby level. Breakfast could be better if there were more choices. Small gym and beautiful swimming pool on top level. Also a nice deck on roof. Central to downtown Montreal. Beds are very firm but we were ok with them. Would definitely go back.,
8/24/2009,can_quebec_montreal_le_square_phillips_hotel_suites,Great set up all-around,We spent four nights in a two bedroom suite - incredibly spacious. The hotel is very centrally located so you can walk in many different directions. The included breakfast is very simple but it is quick and easy and filling. It is very nice not to have to look for another restaurant for a meal.The pool is small but very nice with a nice roof-top deck.The hotel is very quiet. I was always surprised at how many people were in the breakfast room given that we didn't hear or see them at any other time of day.We will definitely go back to this hotel,
8/23/2009,can_quebec_montreal_le_square_phillips_hotel_suites,Lovely---Perfect for our little family.,"Most have already covered what we would say. It would be nice to see a bit more variety in the breakfast, but that is our only small quibble. It is so comfortable, and the service was fabulous--they were lovely and classy, and not at all pretentious. The pizza place a few doors down had good thin-crust pizza--you can take it back to your room or eat on the patio area there, so it's really convenient. The hotel downstairs was nice, but a bit pricier/nicer than necessary for a family with an impatient small child. They were very accommodating, but it was kinda wasted on her 4-year-old sensibilities.",
11/25/2009,can_quebec_montreal_sheraton_le_centre_montreal_hotel,Great hotel and location!,"As a Starwood Preferred Guest Gold Member, no upgrade was available at check-in. However, I was provided with complimentary access to the Club Lounge. Upon entering the lounge, when I gave my hotel room number, the attendant called the front desk and was advised I was not eligible. This was rather embarrassing!",
11/23/2009,can_quebec_montreal_sheraton_le_centre_montreal_hotel,Great location - sloppy maintenance ,"This hotel is in a great location, very central to everything. My room had an amazing view of the mountain, and the bed was very comfortable. However, the room, despite apparently being recently updated, looked tired. Weird decor &amp; color combinations, and the carpet felt nasty (rough) underfoot, as well as being ugly. If this is a renovation, they should get their money back. No mini-fridge in the room. Housekeeping was sloppy and erratic - one day, wet towels were left on the side of the tub. Another day, a towel and a dust rag were left in the room. My ice bucket (full of melted ice in the morning) was not emptied out on two days. Sometimes I got new tea bags, other days I didn't get new tea bags. Someone else's room service cart with leftover food was left sitting outside my room for most of a day. The pop machine on my floor was out of order the day I arrived, and it had not been fixed when I left, 7 days later..... The front desk folks were very helpful and friendly, but I was not impressed with the overall maintenance and housekeeping. Food at this hotel was generally good, but one day they served Montreal bagels for our conference - they were yesterday's bagels and they were stale/hard. The local Montreal folks were mortified. Considering how much everything cost at this hotel, you would think they could get fresh bagels that morning. The meeting rooms were nice - it was a good hotel for this conference, but I would not likely stay here if it wasn't the conference hotel.",
11/20/2009,can_quebec_montreal_sheraton_le_centre_montreal_hotel,Decent weekend at the Sheraton,"My husband and I stayed here with our 9 month old for a weekend. We used Starwood points for our stay and booked a room on the club floor. A few days before our stay, we got an email offering an upgrade to a suite for just $20.00/night, so of course we took advantage of this. When traveling with a baby, the more space the better. We got a really nice suite on the club floor. It was basically 2 rooms with an open door between them. One of the rooms was set up as a bedroom and the other was a living room. The club lounge had amazing views of the city and was a nice place to start off the day for breakfast or unwind for a drink and some snacks after a long day of sightseeing. The breakfast was fine - the typical things you'd find in a continental breakfast buffet. At night, though, it was not the best selection of food - mozzarella sticks that had stayed out too long, or were stale, and some other odd choices. But it was free, so who can complain?! The alcoholic drinks, however, were not free, and you can expect to pay typical hotel prices for these. The location was good, right in the middle of everything in the Downtown area. We ordered room service, and it was exactly what you'd expect from room service, but was not disappointing.All in all, it was a good stay with no complaints, and we would definitely stay here again.",
11/10/2009,can_quebec_montreal_sheraton_le_centre_montreal_hotel,great renovations,"Living just south of the Canadian border in Upstate New York, my wife and I from time to time go to Montreal for a nice getaway. Years ago, when the Expos were there, I started staying at the Sheraton because all the visiting baseball teams stayed there. As the years passed, it just so happend that I stayed at other hotels, sometimes because they were the sites of conferences I was attending. I kind of forgot about the Sheraton. I had noticed in driving by the hotel that the lobby had been redone but had not gone inside to take a look. Last week, we went to dinner in Montreal and stayed the night. We decided to stay at the Sheraton and we were very glad we did. They have done a wonderful job on renovating the hotel, particularly the lobby. The front of the hotel on Rue Rene Levesque is glass sided for the first two stories. Under the previous arrangement, guests did not get to experience how spectacular this could be. The bar was tucked off on the side in a windowless area. It has now been moved to the front of the lobby. Anyone sitting at the bar or at tables or sofas throughout this area is in for a treat. My wife and I had a drink and finger foods while sitting on a sofa and just people watched pedestrians going by. The tables have wing-backed chairs and are also very pleasant (We had a nightcap there after dinner.) Lest I concentrate too much on the lobby bar, the entire hotel has been spiffed up. Our room was a good size and since we are members of the Starwood Preferre Guest program, we were placed on a separate floor. I don't precisely how this affected our room amenities, but the room was nice. The Sheraton has always had a great location, close by everything downtown yet just out of the way of the hub bub of St. Catherine Street. The Bonaventure (Hilton) and Chateau Champlain (Marriott) are lovely hotels but they are just slightly out of the way and down a short incline from most of downtown. If you have not been to the Sheraton in a while, I think it would be worth it to check out the changes, particularly if you can get a good rate.",
11/8/2009,can_quebec_montreal_sheraton_le_centre_montreal_hotel,Excellent weekend getaway,"Over Thanksgiving weekend, I decided last minute to head to Montreal, and thought I'd try out the Centre Sheraton. Now I've been in it before, though I had heard that the whole hotel had been recently renovated and so I looked forward to seeing what it had to (newly) offer. Not only was I surprised, but my expectations were surpassed. Here's a breakdown of the stay:Parking and Check in: Check in was quick, efficient, and the front desk worker was very efficient and friendly. I've stayed at many hotels in Montreal, and I can say that this one had the best value (under 20$) for parking costs, and with it being at a central location, I was impressed. The room:I had booked a Deluxe room and was put on one of the top SPG floors. The Deluxe room was probably about 10$ more than the standard room, but had a full sized couch (also a pull-out) so I thought it was worth it. The website still has some pictures from before the entire hotel being renovated, but the room was larger than most, comfortable bed, LCD television, and what was interesting was that it was wired and set up that you could connect media from your laptop directly to the TV, as well as a USB connector (I was able to charge my iPod with its cord without needing an adapter to plug it into the wall)I was pretty sure that each room would come with an MP3 dock, but apparently that's only on the Club rooms (for now). The bathroom was also nicely updated!I saw the pool and gym briefly, though didn't use them. They looked decent, though. I definitely would recommend staying at the Centre Sheraton for a GREAT value, it's RIGHT NEXT to the Bell Centre if there's a game or concert you want to check out. You'll be glad you did!",
11/7/2009,can_quebec_montreal_sheraton_le_centre_montreal_hotel,Great location service and value,"As someone who spent five years living in Montreal, I knew what I needed for this trip. Looked online and found this hotel for a great deal! $120 CAD a night, including all taxes. Can't go wrong. The hotel is centrally located, an easy walk from the train station. We were heading to the hockey game, and this hotel is ACROSS THE STREET. Great hotel, really really quiet. Can't say that we used any of the amenities of the hotel, or even the service per se, but it was a great stay all around. HIGHLY RECOMMENDED.",
11/7/2009,can_quebec_montreal_sheraton_le_centre_montreal_hotel,Perfect place for a nice weekend in town,"Very nice staff, they where very helpfull in planing our weekend ( museum and activity for the little one). Food a bit pricy but so many good restaurant around. The room was perfect. And the pool-sauna area is really nice and quiet.",
10/30/2009,can_quebec_montreal_sheraton_le_centre_montreal_hotel,Amazing hotel with amazing customer service...,"Arrived in the morning and was able to check in without any trouble. Excellent customer service as I was attended to almost instantly after walking through the turn-about entrance.We received a corner room with facing west, with views of Mont-Royal. The room was clean and comfortable with a large LCD TV. This hotel is within walking distance to the metro station and within walking distance to great nightlife and shopping.",
10/26/2009,can_quebec_montreal_sheraton_le_centre_montreal_hotel,Great Stay But....,"Good location, good staff, nice room but no restaurant in the hotel for evening meals if you have children. If you have children you are directed to the &quot;family&quot; area which is three small tables, basically in the lobby. I would not have stayed there if I had known this. Of course, room service was available.",
10/26/2009,can_quebec_montreal_sheraton_le_centre_montreal_hotel,Great hotel great location.,"Very nice hotel in the heart of downtown Montreal. I've stayed at pretty much all the four star properties in the downtown area (Fairmont, Marriott Chateau Champlain, etc) and I think this one is the nicest. While it's not connected directly to the metro like the Fairmont, Hilton and Marriott it does have a great location convenient to nightlife, restaurants, St. Catherine's, etc. The rooms though can't be beat. They've been very recently updated, great furnishings, huge LCD TV, giant granite and slate bathroom and some of the most comfortable bedding you'll sleep on in a hotel. Rooms are very clean, staff was friendly and helpful. Parking was conveniently in the hotel and was average price ($20 CAD). Didn't try the restaurant but the bar did look VERY nice. I think this may be my new go-to place in Montreal.",
10/16/2009,can_quebec_montreal_sheraton_le_centre_montreal_hotel,How wonderful the hotel and its staff!!!,"Hi, My name is Tsering and I would like to share this wonderful experience of me and my siblings who stayed at your hotel for three nights.When we first arrived the gentlemen at the front desk took great care of us and we had no problems checking in.The check-in was fast and professional.The moment we enter our room it gives us feel at home, we requested for a fridge prior to our arrival and it was there. The room was spotlessly clean and smells fresh.What we like the most is the swimming pool which is so well maintained and also the design and deepness of the pool is perfect for all guest, no matter it is for kid as the level of deepness is not that deep so we really enjoyed swimming in your pool.The location was the prime reason we choose your hotel because we came to attend His Holiness The Dalai Lama's public talk which held at the Bell Centre and it was just a walking distance. Overall our experiences in your hotel is so memorable and whenever we drop in Montreal in near future we will definitely stay at your hotel.",
10/14/2009,can_quebec_montreal_sheraton_le_centre_montreal_hotel,Perfect stay!,"This hotel was in the perfect spot, handy to everything we wanted to see. It was very clean and the staff was always cleaning something-the hallways or rooms. The rooms were very quiet and relaxing along with really comfy beds! The staff was very friendly and helpful as well. We would definately stay here again!",
10/8/2009,can_quebec_montreal_sheraton_le_centre_montreal_hotel,Wonderful Find at a Very Terrific Price,"I booked the Sheraton Le Centre Montreal Hotel with minimal expectations, primarily due to paying less than $100 for the 1 night room on Hotwire. However, my girlfriend and I exceedingly impressed with the property due to many factors, including its terrific located (central to both Old Montreal and Mont Royal), modernly designed guest rooms, FREE wi-fi for your laptop, reasonably priced parking ($20 CAD/night) a nice pool and exercise facility, and overall staff curteousness. We would return to this hotel in a heartbeat and was very pleased with our stay.",
10/8/2009,can_quebec_montreal_sheraton_le_centre_montreal_hotel,Stay for the beds!,"The staff were very friendly and helpful. The room was recently renovated and comfortable. The bed was the best! Hotel is located downtown near shopping, but it's easy to get around using the metro or the BIXI bike share.",
9/28/2009,can_quebec_montreal_sheraton_le_centre_montreal_hotel,Great stay,Very nice stay at the Sheraton in downtown Montreal. Got a room on the 9th floor. A little smaller than what I'm used to but very comfortable. Love those pillows !!Putting the ice machines next to the service elevator is weird. It's not a part of the hotel that guests should have to see.Nice pool and hot tub.This is a great downtown location. Can't miss.,
9/27/2009,can_quebec_montreal_sheraton_le_centre_montreal_hotel,A nice romantic getaway,"We decided to enjoy a &quot;staycation&quot; of sorts by travelling from Ottawa to Montreal instead of heading down south to an all -inclusive for our second wedding anniversary. We decided to try the Sheraton downtown Montreal as we have stayed at the Sheraton in other cities and enjoyed our stay. Upon arrival I mentioned that I was a Gold Member and received a complimentary upgrade to the 30th floor, a King room, with a gorgeous view of Montreal and Mont-Royal - perfect for watching the sunset. The room was recently renovated, luxurious bedding, very clean and modern decor. The room was quiet, we managed to sleep in until at least 9am every day, no late night or early morning interruptions. My only complaint would be the lack of a mini-fridge in the room. As we were staying multiple nights it would have been nice to be able to stock some cold beverages &amp; snacks. The hotel was walking distance to Old Montreal, Mont-Royal &amp; St-Catharines street.",
9/15/2009,can_quebec_montreal_sheraton_le_centre_montreal_hotel,Luxury at The Sheraton,"We took a short break (Monday to Friday) whilst visiting family in Toronto. We arrived at the hotel on foot from the VIA rail station which is just a short (4-5 minute) walk away and walked up to reception, handed them my email booking and they handed me my room key after recording the details of the credit card. Took all of 3 minutes and we were on our way up to 34th floor in a high speed lift. Amazingly quick check in and despatch to our room. We were in room 3421 and it was a corner Club room. We opened the door and gasped with pleasure. The room was beautiful, modern and spacious. The wardrobe was plenty big enough and the marble bathroom was large as well. The shower was very good and the toiletries provided were first class and replenished daily. Plenty of towels as well including face cloths. There was a hair dryer and a safe in the wardrobe. There was an easy chair, a desk, internet access and this huge TV. The decoration of the room was great and very comfortable. The bed was extremely comfortable and adorned with 4 huge soft pillows. The room was cleaned expertly daily and the staff very courteous and smiled a lot. The Club Room on 37th Floor was fabulous as well and the staff there again were smiling and helpful. The buffet breakfast was plentiful and replenished continuously. Fresh coffee ground coffee as well. The hors d'oeurves from 5 pm were a bonus too if you didn't want to eat until late as well and quite a variety as well. The bar on the ground floor was lively as this was also a conference hotel but that did not interfere with us in any way at all, I was worried that the club room might get too busy for us to find a seat, but that was never the case. There was a nice pool, whirlpool, sauna and outside sun area on 6th floor which was never crowded and always clean. The only fault that I could find with this hotel, and I am digging deep here, was that there was no mirror over the desk so drying my hair in comfort was a little awkward and I would have liked a flatter pillow as I have neck problems (told you I was digging deep). Checkout was just as simple as check in and no queues. The concierge was fine as well, but we only used her once and she came up with what we asked for. We were a 30 minute walk from Old Montreal and St Catherine Street with all the shopping was just behind the hotel. Metro and VIA rails station all close by. All in all, I highly recommend ia stay at this hotel if you like polite, discrete, friendly professional staff and a great room with a great view and Club facilities. Worth every penny! Oh, another unexpected bonus, we caught the end of the film festival and were treated to an expert outdoor display of acrobatics, music and other activities absolutely free!",
